,CATEGORY,INSTALL_DATE,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,SHAPE_Length,STREET,START,END
0,BKF-SHW,2011,DISTRICT6,,358.763354175837,N 65TH ST ,N 65TH ST AND SUNNYSIDE AVE N,1ST AVE NE AND N 65TH ST
1,BKF-BL,2007,DISTRICT4,,793.039395373885,STONE WAY N ,N 36TH ST AND STONE WAY N,N 38TH ST AND STONE WAY N
2,BKF-NGW,2017,DISTRICT5,,663.675736289529,N 92ND ST ,FREMONT S AVE N AND N 92ND ST,LINDEN AVE N AND N 92ND ST
3,BKF-NGW,2017,DISTRICT5,,664.962206998124,N 92ND ST ,LINDEN AVE N AND N 92ND ST,AURORA AVE N AND N 92ND ST
4,BKF-NGW,2017,DISTRICT5,,798.621269068884,N 92ND ST ,AURORA AVE N AND N 92ND ST,N 92ND ST AND STONE AVE N
5,BKF-NGW,2017,DISTRICT5,,544.108293231893,N 92ND ST ,DEAD END AND N 92ND ST,ASHWORTH AVE N AND N 92ND ST
6,BKF-NGW,2017,DISTRICT5,,239.515453640895,N 92ND ST ,ASHWORTH AVE N AND N 92ND ST,N 92ND ST AND WOODLAWN AVE N
7,BKF-NGW,2017,DISTRICT5,,272.046173571024,N 92ND ST ,N 92ND ST AND WOODLAWN AVE N,DENSMORE AVE N AND N 92ND ST
8,BKF-NGW,2017,DISTRICT5,,272.070534953269,N 92ND ST ,DENSMORE AVE N AND N 92ND ST,N 92ND ST AND WALLINGFORD AVE N
9,BKF-PBL,2017,DISTRICT5,,300.521011851611,N 92ND ST ,COLLEGE WAY N AND N 92ND ST,MERIDIAN AVE N AND N 92ND ST
10,BKF-PBL,2017,DISTRICT5,,345.631821692204,N 92ND ST ,MERIDIAN PL N AND N 92ND ST,CORLISS AVE N AND N 92ND ST
11,BKF-PBL,2017,DISTRICT5,,661.279823803889,N 92ND ST ,CORLISS AVE N AND N 92ND ST,1ST AVE NE AND N 92ND ST
12,BKF-PBL,1980,DISTRICT6,,149.472701187596,EAST GREEN LAKE DR N ,EAST GREEN LAKE DR N AND STROUD AVE N,EAST GREEN LAKE DR N AND WALLINGFORD AVE N
13,BKF-BL,2008,DISTRICT6,,204.672570610533,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND GREEN LAKE WAY N,EAST GREEN LAKE WAY N AND WEST GREEN LAKE WAY N
14,BKF-PBL,1980,DISTRICT6,,182.855708581174,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND WEST GREEN LAKE WAY N,EAST GREEN LAKE WAY N AND GREEN LAKE TURN RD
15,BKF-PBL,1980,DISTRICT6,,131.019188068066,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND GREEN LAKE TURN RD,EAST GREEN LAKE WAY N AND N 57TH ST
16,BKF-PBL,1980,DISTRICT6,,1033.64442712333,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND N 57TH ST,EAST GREEN LAKE WAY N AND KENWOOD PL N
17,BKF-PBL,1980,DISTRICT6,,739.774674952881,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND KENWOOD PL N,EAST GREEN LAKE WAY N AND KIRKWOOD PL N
18,BKF-PBL,1980,DISTRICT6,,418.299501725648,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND KIRKWOOD PL N,EAST GREEN LAKE WAY N AND N 63RD ST
19,BKF-PBL,1980,DISTRICT6,,356.041367600477,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND N 63RD ST,EAST GREEN LAKE WAY N AND N 64TH ST
20,BKF-PBL,1980,DISTRICT6,,336.812000968981,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND N 64TH ST,EAST GREEN LAKE WAY N AND N 65TH ST
21,BKF-PBL,1980,DISTRICT6,,535.919413139159,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND N 65TH ST,EAST GREEN LAKE WAY N AND N 66TH ST
22,BKF-PBL,1980,DISTRICT6,,876.725780876155,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND N 66TH ST,EAST GREEN LAKE WAY N AND SUNNYSIDE AVE N
23,BKF-PBL,1980,DISTRICT6,,274.947313028547,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND SUNNYSIDE AVE N,1ST AVE NE AND EAST GREEN LAKE WAY N
24,BKF-PBL,1980,DISTRICT6,,190.057717755136,EAST GREEN LAKE WAY N ,1ST AVE NE AND EAST GREEN LAKE WAY N,2ND AVE NE AND EAST GREEN LAKE WAY N
25,BKF-PBL,1980,DISTRICT6,,180.75749057646,EAST GREEN LAKE WAY N ,2ND AVE NE AND EAST GREEN LAKE WAY N,4TH AVE NE AND EAST GREEN LAKE WAY N
26,BKF-PBL,1980,DISTRICT6,,191.073489506678,EAST GREEN LAKE WAY N ,4TH AVE NE AND EAST GREEN LAKE WAY N,EAST GREEN LAKE WAY N AND NE RAVENNA SR BV
27,BKF-BL,2008,DISTRICT4,,231.282065250536,UNIVERSITY WAY NE ,NE 40TH ST AND UNIVERSITY WAY NE,NE CAMPUS EB PY AND UNIVERSITY WAY NE
28,BKF-BL,2009,DISTRICT4,,770.239649264695,UNIVERSITY WAY NE ,NE 52ND ST AND UNIVERSITY WAY NE,NE 55TH ST AND UNIVERSITY WAY NE
29,BKF-BL,2009,DISTRICT4,,563.381683940999,UNIVERSITY WAY NE ,NE 56TH ST AND UNIVERSITY WAY NE,NE RAVENNA EB BV AND UNIVERSITY WAY NE
30,BKF-PBL,2015,DISTRICT4,,79.4264635149259,UNIVERSITY WAY NE ,NE RAVENNA EB BV AND UNIVERSITY WAY NE,COWEN PL NE AND UNIVERSITY WAY NE
31,BKF-SHW,2007,DISTRICT4,,419.699948180508,WALLINGFORD AVE N ,N 34TH ST AND WALLINGFORD AVE N,N 35TH ST AND WALLINGFORD AVE N
32,BKF-SHW,2007,DISTRICT4,,538.884197711401,WALLINGFORD AVE N ,N 36TH ST AND WALLINGFORD AVE N,N 37TH ST AND WALLINGFORD AVE N
33,BKF-SHW,2007,DISTRICT4,,426.571241487846,WALLINGFORD AVE N ,N 38TH ST AND WALLINGFORD AVE N,N 39TH ST AND WALLINGFORD AVE N
34,BKF-SHW,2007,DISTRICT4,,426.054558037879,WALLINGFORD AVE N ,N 40TH ST AND WALLINGFORD AVE N,N 41ST ST AND WALLINGFORD AVE N
35,BKF-BL,2011,DISTRICT2,,132.001770473685,S ALBRO PL ,ELLIS AVE S AND S ALBRO PL,S ALBRO PL AND S EDDY ST
36,BKF-BL,2011,DISTRICT2,,233.750450234007,S ALBRO PL ,S ALBRO PL AND S HARDY ST,13TH AVE S AND S ALBRO PL
37,BKF-SHW,2009,DISTRICT1,,797.598241073825,S AUSTIN ST ,2ND AVE S AND S AUSTIN ST,5TH AVE S AND S AUSTIN ST
38,BKF-BL,2009,DISTRICT2,,541.402840304177,S LUCILE ST ,S LUCILE ST AND S LUCILE ST BR,12TH AVE S AND S LUCILE ST
39,BKF-BL,2009,DISTRICT2,,658.143115134215,S LUCILE ST ,13TH AVE S AND S LUCILE ST,15TH AVE S AND S LUCILE ST
40,BKF-PBL,2019,DISTRICT7,,340.206420222668,S MAIN ST ,2ND AV ET S AND S MAIN ST,4TH AVE S AND S MAIN ST
41,BKF-PBL,2019,DISTRICT2,,321.16439229831,S MAIN ST ,4TH AVE S AND S MAIN ST,5TH AVE S AND S MAIN ST
42,BKF-BL,2009,DISTRICT2,,276.948254174214,S MASSACHUSETTS ST ,13TH AVE S AND S MASSACHUSETTS ST,14TH AVE S AND S MASSACHUSETTS ST
43,BKF-BL,2009,DISTRICT3,,166.280318754781,S MASSACHUSETTS ST ,RAINIER AVE S AND S MASSACHUSETTS ST,21ST AVE S AND S MASSACHUSETTS ST
44,BKF-SHW,2009,DISTRICT3,,315.521469337743,S MASSACHUSETTS ST ,22ND AVE S AND S MASSACHUSETTS ST,23RD AVE S AND S MASSACHUSETTS ST
45,BKF-SHW,2009,DISTRICT3,,278.891219975544,S MASSACHUSETTS ST ,24TH AVE S AND S MASSACHUSETTS ST,25TH AVE S AND S MASSACHUSETTS ST
46,BKF-SHW,2009,DISTRICT3,,260.117855716074,S MASSACHUSETTS ST ,26TH AVE S AND S MASSACHUSETTS ST,M L KING JR WAY S AND S MASSACHUSETTS ST
47,BKF-SHW,2008,DISTRICT2,,287.439140951367,6TH AVE S ,6TH AVE S AND S FINDLAY ST,6TH AVE S AND S ORCAS ST
48,BKF-SHW,2008,DISTRICT2,,1152.12972352967,6TH AVE S ,6TH AVE S AND S FIDALGO ST,6TH AVE S AND S FRONT ST
49,BKF-SHW,2011,DISTRICT3,,305.911667938466,7TH AVE ,7TH AVE AND CHERRY ST,7TH AVE AND COLUMBIA ST
50,BKF-SHW,2009,DISTRICT2,DISTRICT7,56.6619195808409,S JACKSON ST ,ALASKAN WAY S AND S JACKSON ST,ALASKAN E RDWY WAY S AND S JACKSON ST
51,BKF-SHW,2009,DISTRICT2,DISTRICT7,308.784164285433,S JACKSON ST ,ALASKAN E RDWY WAY S AND S JACKSON ST,1ST AVE S AND S JACKSON ST
52,BKF-SHW,2009,DISTRICT2,DISTRICT7,322.122388877679,S JACKSON ST ,1ST AVE S AND S JACKSON ST,OCCIDENTAL AVE S AND S JACKSON ST
53,BKF-SHW,2009,DISTRICT2,DISTRICT7,321.902370382303,S JACKSON ST ,OCCIDENTAL AVE S AND S JACKSON ST,2ND AVE S AND S JACKSON ST
54,BKF-SHW,2009,DISTRICT2,DISTRICT7,321.199959388149,S JACKSON ST ,2ND AVE S AND S JACKSON ST,3RD AVE S AND S JACKSON ST
55,BKF-SHW,2009,DISTRICT2,,251.919963641401,S MCCLELLAN ST ,29TH AVE S AND S MCCLELLAN ST,30TH AVE S AND S MCCLELLAN ST
56,BKF-BL,2009,DISTRICT2,,265.160518848659,S MCCLELLAN ST ,31ST AVE S AND S MCCLELLAN ST,32ND AVE S AND S MCCLELLAN ST
57,BKF-BL,2009,DISTRICT2,DISTRICT3,264.998998992505,S MCCLELLAN ST ,33RD AVE S AND S MCCLELLAN ST,34TH AVE S AND S MCCLELLAN ST
58,BKF-BL,2009,DISTRICT2,DISTRICT3,104.392430276853,S MCCLELLAN ST ,S MCCLELLAN ST AND S MOUNT BAKER WB BV,S MCCLELLAN ST AND S MOUNT BAKER EB BV
59,BKF-NGW,2015,DISTRICT5,,171.752511122336,NE 140TH ST ,25TH E AVE NE AND NE 140TH ST,26TH W AVE NE AND NE 140TH ST
60,BKF-NGW,2015,DISTRICT5,,161.83236507844,NE 140TH ST ,26TH W AVE NE AND NE 140TH ST,26TH E AVE NE AND NE 140TH ST
61,BKF-NGW,2015,DISTRICT5,,337.316970107336,NE 140TH ST ,26TH E AVE NE AND NE 140TH ST,27TH AVE NE AND NE 140TH ST
62,BKF-BL,2015,DISTRICT2,,300.150727805586,RAINIER AVE S ,RAINIER AVE S AND SEWARD PARK AVE S,57TH AVE S AND RAINIER AVE S
63,BKF-BL,2010,DISTRICT3,,308.973802213975,E UNION ST ,12TH AVE AND E UNION ST,13TH AVE AND E UNION ST
64,BKF-PBL,2008,DISTRICT3,,342.25716931534,E UNION ST ,14TH AVE AND E UNION ST,15TH AVE AND E UNION ST
65,BKF-PBL,2008,DISTRICT3,,322.431500241245,E UNION ST ,17TH AVE AND E UNION ST,18TH AVE AND E UNION ST
66,BKF-PBL,2008,DISTRICT3,,310.63192977315,E UNION ST ,19TH AVE AND E UNION ST,20TH AVE AND E UNION ST
67,BKF-SHW,2011,DISTRICT6,,307.629211878583,FREMONT AVE N ,FREMONT AVE N AND N 34TH ST,FREMONT AVE N AND FREMONT PL N
68,BKF-BL,2000,DISTRICT6,,514.596129377995,FREMONT AVE N ,FREMONT AVE N AND N 38TH ST,FREMONT AVE N AND FREMONT WAY N
69,BKF-BL,2000,DISTRICT6,,458.761429732215,FREMONT AVE N ,FREMONT AVE N AND XW N40,FREMONT AVE N AND N 41ST ST
70,BKF-BL,2008,DISTRICT6,,335.136717622164,FREMONT AVE N ,FREMONT AVE N AND N 42ND ST,FREMONT AVE N AND N MOTOR PL
71,BKF-BL,2008,DISTRICT6,,140.110056607273,FREMONT AVE N ,FREMONT AVE N AND N 43RD S ST,FREMONT AVE N AND N 43RD N ST
72,BKF-BL,2008,DISTRICT6,,199.960548483821,FREMONT AVE N ,FREMONT AVE N AND N 44TH ST,FREMONT AVE N AND N ALLEN PL
73,BKF-BL,2008,DISTRICT6,,270.351368403279,FREMONT AVE N ,FREMONT AVE N AND N 45TH ST,FREMONT AVE N AND N 46TH ST
74,BKF-SHW,2008,DISTRICT6,,260.174808411858,FREMONT AVE N ,FREMONT AVE N AND N 48TH ST,FREMONT AVE N AND N 49TH ST
75,BKF-SHW,2009,DISTRICT2,DISTRICT7,175.424774586891,S JACKSON ST ,2ND AV ET S AND S JACKSON ST,4TH AVE S AND S JACKSON ST
76,BKF-BL,1990,DISTRICT3,,631.582873863418,S JACKSON ST ,14TH AVE S AND S JACKSON ST,16TH AVE S AND S JACKSON ST
77,BKF-BL,1990,DISTRICT3,,321.824118565011,S JACKSON ST ,17TH AVE S AND S JACKSON ST,18TH AVE S AND S JACKSON ST
78,BKF-BL,1990,DISTRICT3,,322.091401348017,S JACKSON ST ,19TH AVE S AND S JACKSON ST,20TH AVE S AND S JACKSON ST
79,BKF-NGW,2017,DISTRICT2,DISTRICT3,284.632102321026,S BAYVIEW ST ,30TH AVE S AND S BAYVIEW ST,31ST AVE S AND S BAYVIEW ST
80,BKF-NGW,2017,DISTRICT2,DISTRICT3,265.001127079106,S BAYVIEW ST ,31ST AVE S AND S BAYVIEW ST,32ND AVE S AND S BAYVIEW ST
81,BKF-SHW,2009,DISTRICT2,,252.433584354039,S CHARLES ST ,12TH S AVE S AND S CHARLES ST,GOLF DR S AND S CHARLES ST
82,BKF-NGW,2017,DISTRICT2,,266.168304134475,S CHARLESTOWN ST ,36TH AVE S AND S CHARLESTOWN ST,COURTLAND PL S AND S CHARLESTOWN ST
83,BKF-SHW,2010,DISTRICT1,,667.613930563398,S CLOVERDALE ST ,10TH AVE S AND S CLOVERDALE ST,12TH AVE S AND S CLOVERDALE ST
84,BKF-BL,2009,DISTRICT2,,82.881816733394,S MCCLELLAN ST ,LAKE PARK DR S AND S MCCLELLAN ST,MOUNT RAINIER DR S AND S MCCLELLAN ST
85,BKF-SHW,2009,DISTRICT3,,269.900871096564,FUHRMAN AVE E ,E GWINN PL AND FUHRMAN AVE E,E ALLISON S ST AND FUHRMAN AVE E
86,BKF-SHW,2009,DISTRICT3,,528.810261182205,FUHRMAN AVE E ,E ALLISON N ST AND FUHRMAN AVE E,BROADWAY E AND FUHRMAN AVE E
87,BKF-SHW,2009,DISTRICT3,,361.814617125965,FUHRMAN AVE E ,FRANKLIN AVE E AND FUHRMAN AVE E,EASTLAKE AVE E AND FUHRMAN AVE E
88,BKF-PBL,2017,DISTRICT7,,739.141845762179,GILMAN AVE W ,20TH AVE W AND GILMAN AVE W,21ST AVE W AND GILMAN AVE W
89,BKF-PBL,2017,DISTRICT7,,652.847304332925,GILMAN AVE W ,GILMAN AVE W AND W EMERSON ST,23RD AVE W AND GILMAN AVE W
90,BKF-SHW,2009,DISTRICT6,,260.03653770636,32ND AVE NW ,32ND AVE NW AND NW 67TH N ST,32ND AVE NW AND NW 68TH S ST
91,BKF-SHW,2009,DISTRICT6,,186.543884316683,32ND AVE NW ,32ND AVE NW AND NW 68TH N ST,32ND AVE NW AND NW 69TH ST
92,BKF-SHW,2009,DISTRICT6,,272.738189357218,32ND AVE NW ,32ND AVE NW AND NW 70TH ST,32ND AVE NW AND NW 71ST ST
93,BKF-SHW,2009,DISTRICT6,,260.146485673716,32ND AVE NW ,32ND AVE NW AND NW 72ND ST,32ND AVE NW AND NW 73RD ST
94,BKF-SHW,2009,DISTRICT6,,272.961116708233,32ND AVE NW ,32ND AVE NW AND NW 74TH ST,32ND AVE NW AND NW 75TH ST
95,BKF-SHW,2009,DISTRICT6,,668.470987058184,32ND AVE NW ,32ND AVE NW AND NW 77TH ST,32ND AVE NW AND NW 80TH ST
96,BKF-NGW,2017,DISTRICT2,,480.082822528187,32ND AVE S ,32ND AVE S AND S BAYVIEW ST,32ND AVE S AND S LANDER ST
97,BKF-BL,2011,DISTRICT7,,321.690514825524,CHERRY ST ,1ST AVE AND CHERRY ST,2ND AVE AND CHERRY ST
98,BKF-BL,2011,DISTRICT7,,322.062677792867,CHERRY ST ,3RD AVE AND CHERRY ST,4TH AVE AND CHERRY ST
99,BKF-BL,2012,DISTRICT3,,321.411777873046,CHERRY ST ,5TH AVE AND CHERRY ST,6TH AVE AND CHERRY ST
100,BKF-PBL,2015,DISTRICT5,,663.575256971375,COLLEGE WAY N ,COLLEGE WAY N AND N 92ND ST,COLLEGE WAY N AND N 95TH ST
101,BKF-SHW,2010,DISTRICT3,,265.00059551913,E ALOHA ST ,10TH AVE E AND E ALOHA ST,E ALOHA ST AND FEDERAL AVE E
102,BKF-BL,2010,DISTRICT3,,335.34634506507,E ALOHA ST ,11TH AVE E AND E ALOHA ST,12TH AVE E AND E ALOHA ST
103,BKF-SHW,2009,DISTRICT3,,242.530884253694,E ALOHA ST ,12TH AVE E AND E ALOHA ST,13TH W AVE E AND E ALOHA ST
104,BKF-SHW,2009,DISTRICT3,,89.5893969313287,E ALOHA ST ,13TH W AVE E AND E ALOHA ST,13TH E AVE E AND E ALOHA ST
105,BKF-SHW,2009,DISTRICT3,,254.993953847545,E ALOHA ST ,13TH E AVE E AND E ALOHA ST,14TH AVE E AND E ALOHA ST
106,BKF-SHW,2009,DISTRICT3,,499.430322548475,E ALOHA ST ,14TH AVE E AND E ALOHA ST,15TH AVE E AND E ALOHA ST
107,BKF-SHW,2009,DISTRICT3,,316.154623816696,E ALOHA ST ,15TH AVE E AND E ALOHA ST,16TH AVE E AND E ALOHA ST
108,BKF-SHW,2009,DISTRICT3,,325.941881693575,E ALOHA ST ,16TH AVE E AND E ALOHA ST,17TH AVE E AND E ALOHA ST
109,BKF-SHW,2009,DISTRICT3,,326.092186679243,E ALOHA ST ,17TH AVE E AND E ALOHA ST,18TH AVE E AND E ALOHA ST
110,BKF-SHW,2009,DISTRICT3,,331.769715178271,E ALOHA ST ,18TH AVE E AND E ALOHA ST,19TH AVE E AND E ALOHA ST
111,BKF-SHW,2009,DISTRICT3,,259.993107865341,E BOSTON ST ,10TH AVE E AND E BOSTON ST,E BOSTON ST AND FEDERAL AVE E
112,BKF-SHW,2009,DISTRICT3,,260.062401647715,E BOSTON ST ,E BOSTON ST AND FEDERAL AVE E,11TH AVE E AND E BOSTON ST
113,BKF-SHW,2009,DISTRICT3,,175.670988002583,E BOSTON ST ,11TH AVE E AND E BOSTON ST,12TH AVE E AND E BOSTON ST
114,BKF-SHW,2009,DISTRICT3,,268.850031228355,E BOSTON ST ,12TH AVE E AND E BOSTON ST,13TH AVE E AND E BOSTON ST
115,BKF-SHW,2009,DISTRICT3,,247.976999496936,E BOSTON ST ,13TH AVE E AND E BOSTON ST,E BOSTON ST AND EVERETT AVE E
116,BKF-SHW,2009,DISTRICT3,,127.270407489492,E BOSTON ST ,E BOSTON ST AND EVERETT AVE E,14TH AVE E AND E BOSTON ST
117,BKF-SHW,2009,DISTRICT3,,398.118435267333,E BOSTON ST ,14TH AVE E AND E BOSTON ST,15TH AVE E AND E BOSTON ST
118,BKF-NGW,2017,DISTRICT2,,352.203257597847,S MEAD ST ,RENTON AVE S AND S MEAD ST,39TH AVE S AND S MEAD ST
119,BKF-SHW,2008,DISTRICT4,,261.012614345878,NE 40 UPPER ST ,7TH AVE NE AND NE 40 UPPER ST,8TH AVE NE AND NE 40 UPPER ST
120,BKF-SHW,2008,DISTRICT4,,247.652158531608,NE 40 UPPER ST ,8TH AVE NE AND NE 40 UPPER ST,9TH AVE NE AND NE 40 UPPER ST
121,BKF-SHW,2008,DISTRICT4,,166.752652907876,NE 40 UPPER ST ,9TH AVE NE AND NE 40 UPPER ST,NE 40 UPPER ST AND UNIVERSITY BR
122,BKF-SHW,2010,DISTRICT1,,660.023395095315,S CLOVERDALE ST ,12TH AVE S AND S CLOVERDALE ST,14TH AVE S AND S CLOVERDALE ST
123,BKF-SHW,2008,DISTRICT2,,236.165424266212,S CLOVERDALE ST ,M L KING JR ER WAY S AND S CLOVERDALE ST,44TH AVE S AND S CLOVERDALE ST
124,BKF-SHW,2008,DISTRICT2,,275.876968322718,S CLOVERDALE ST ,44TH AVE S AND S CLOVERDALE ST,RENTON AVE S AND S CLOVERDALE ST
125,BKF-SHW,2008,DISTRICT2,,271.153347138027,S CLOVERDALE ST ,RENTON AVE S AND S CLOVERDALE ST,45TH AVE S AND S CLOVERDALE ST
126,BKF-PBL,2018,DISTRICT7,,426.806495453536,7TH AVE ,7TH AVE AND PINE ST,7TH AVE AND OLIVE WAY
127,BKF-PBL,2018,DISTRICT7,,425.8738713411,7TH AVE ,7TH AVE AND STEWART ST,7TH AVE AND VIRGINIA ST
128,BKF-PBL,2010,DISTRICT7,,300.272863445843,7TH AVE ,7TH AVE AND WESTLAKE AVE,7TH AVE AND LENORA ST
129,BKF-PBL,2010,DISTRICT7,,425.659697376379,7TH AVE ,7TH AVE AND BLANCHARD ST,7TH AVE AND BELL ST
130,BKF-PBL,2008,DISTRICT3,,324.172165514913,E UNION ST ,21ST AVE AND E UNION ST,22ND AVE AND E UNION ST
131,BKF-PBL,2008,DISTRICT3,,318.98681373445,E UNION ST ,23RD AVE AND E UNION ST,24TH AVE AND E UNION ST
132,BKF-PBL,2000,DISTRICT3,,321.860483697055,E UNION ST ,25TH AVE AND E UNION ST,26TH AVE AND E UNION ST
133,BKF-BL,2000,DISTRICT3,,320.899291910987,E UNION ST ,27TH AVE AND E UNION ST,E UNION ST AND M L KING JR WAY
134,BKF-NGW,2012,DISTRICT4,,423.106301276258,BURKE AVE N ,BURKE AVE N AND N 43RD ST,BURKE AVE N AND N 44TH ST
135,BKF-SHW,2008,DISTRICT1,,845.188731473623,CALIFORNIA AVE SW ,CALIFORNIA AVE SW AND SW LANDER ST,CALIFORNIA AVE SW AND SW STEVENS ST
136,BKF-SHW,2008,DISTRICT1,,658.409553451081,CALIFORNIA AVE SW ,CALIFORNIA AVE SW AND SW HANFORD ST,CALIFORNIA AVE SW AND SW HINDS N ST
137,BKF-SHW,2008,DISTRICT1,,425.292798012746,CALIFORNIA AVE SW ,CALIFORNIA AVE SW AND SW HINDS S ST,CALIFORNIA AVE SW AND SW SPOKANE ST
138,BKF-SHW,2008,DISTRICT6,,292.315995413397,NW 85TH ST ,24TH AVE NW AND NW 85TH ST,25TH AVE NW AND NW 85TH ST
139,BKF-SHW,2008,DISTRICT6,,249.616069229204,NW 85TH ST ,25TH AVE NW AND NW 85TH ST,26TH E AVE NW AND NW 85TH ST
140,BKF-SHW,2008,DISTRICT6,,130.521010902347,NW 85TH ST ,26TH E AVE NW AND NW 85TH ST,26TH W AVE NW AND NW 85TH ST
141,BKF-SHW,2008,DISTRICT6,,133.485665407,NW 85TH ST ,26TH W AVE NW AND NW 85TH ST,27TH AVE NW AND NW 85TH ST
142,BKF-SHW,2008,DISTRICT6,,264.015360449324,NW 85TH ST ,27TH AVE NW AND NW 85TH ST,EARL AVE NW AND NW 85TH ST
143,BKF-SHW,2008,DISTRICT6,,260.542023479401,NW 85TH ST ,EARL AVE NW AND NW 85TH ST,28TH AVE NW AND NW 85TH ST
144,BKF-SHW,2008,DISTRICT6,,316.639547640438,NW 85TH ST ,28TH AVE NW AND NW 85TH ST,29TH AVE NW AND NW 85TH ST
145,BKF-SHW,2008,DISTRICT6,,130.88706324341,NW 85TH ST ,29TH AVE NW AND NW 85TH ST,EDGEWEST DR NW AND NW 85TH ST
146,BKF-SHW,2008,DISTRICT6,,270.67178946332,NW 85TH ST ,30TH AVE NW AND NW 85TH ST,31ST AVE NW AND NW 85TH ST
147,BKF-BL,1990,DISTRICT3,,259.433969743007,S JACKSON ST ,22ND AVE S AND S JACKSON ST,23RD AVE S AND S JACKSON ST
148,BKF-BL,1990,DISTRICT3,,579.827336089528,S JACKSON ST ,23RD AVE S AND S JACKSON ST,25TH AVE S AND S JACKSON ST
149,BKF-BL,1990,DISTRICT3,,309.326279004973,S JACKSON ST ,26TH AVE S AND S JACKSON ST,M L KING JR WAY S AND S JACKSON ST
150,BKF-BL,1990,DISTRICT3,,299.041321538247,S JACKSON ST ,28TH AVE S AND S JACKSON ST,29TH AVE S AND S JACKSON ST
151,BKF-SHW,2008,DISTRICT2,,290.901273672769,S CLOVERDALE ST ,45TH AVE S AND S CLOVERDALE ST,46TH AVE S AND S CLOVERDALE ST
152,BKF-PBL,2017,DISTRICT2,,128.19223600476,S COLUMBIAN WAY ,S COLUMBIAN WAY AND S OREGON W ST,16TH AVE S AND S COLUMBIAN WAY
153,BKF-PBL,2017,DISTRICT2,,190.658930421739,S COLUMBIAN WAY ,S COLUMBIAN WAY AND VETRN HOSPITAL DR,S COLUMBIAN WAY AND S SNOQUALMIE ST
154,BKF-SHW,2011,DISTRICT4,,137.859551984194,NE 42ND ST ,2ND E AVE NE AND NE 42ND ST,NE 42ND ST AND THACKERAY PL NE
155,BKF-SHW,2011,DISTRICT4,,123.486389973773,NE 42ND ST ,LATONA W AVE NE AND NE 42ND ST,LATONA E AVE NE AND NE 42ND ST
156,BKF-NGW,2012,DISTRICT4,,249.333787662187,NE 44TH ST ,1ST AVE NE AND NE 44TH ST,2ND AVE NE AND NE 44TH ST
157,BKF-PBL,1980,DISTRICT6,,364.638822293401,EAST GREEN LAKE WAY N ,EAST GREEN LAKE WAY N AND NE RAVENNA SR BV,EAST GREEN LAKE WAY N AND NE 71ST ST
158,BKF-BL,2008,DISTRICT3,,287.092401921619,E UNION ST ,31ST AVE AND E UNION ST,32ND AVE AND E UNION ST
159,BKF-SHW,2008,DISTRICT3,,260.043578917469,E UNION ST ,33RD AVE AND E UNION ST,34TH AVE AND E UNION ST
160,BKF-BL,2007,DISTRICT3,DISTRICT2,433.849751037918,E YESLER WAY ,10TH AVE AND E YESLER WAY,BOREN AVE AND E YESLER WAY
161,BKF-PBL,2020,DISTRICT3,,457.2477813968,E YESLER WAY ,12TH AVE AND E YESLER WAY,13TH AVE AND E YESLER WAY
162,BKF-BL,2007,DISTRICT3,,316.912304582636,E YESLER WAY ,14TH AVE AND E YESLER WAY,15TH AVE AND E YESLER WAY
163,BKF-SHW,2007,DISTRICT3,,321.751984562237,E YESLER WAY ,16TH AVE AND E YESLER WAY,17TH AVE AND E YESLER WAY
164,BKF-SHW,2007,DISTRICT3,,321.404162854225,E YESLER WAY ,18TH AVE AND E YESLER WAY,19TH AVE AND E YESLER WAY
165,BKF-BL,2007,DISTRICT3,,322.634719591605,E YESLER WAY ,20TH AVE AND E YESLER WAY,21ST AVE AND E YESLER WAY
166,BKF-BL,2007,DISTRICT3,,345.424595747054,E YESLER WAY ,22ND AVE AND E YESLER WAY,23RD AVE AND E YESLER WAY
167,BKF-SHW,2007,DISTRICT3,,277.480685896897,E YESLER WAY ,24TH AVE AND E YESLER WAY,25TH AVE AND E YESLER WAY
168,BKF-BL,2007,DISTRICT3,,270.419203635149,E YESLER WAY ,27TH AVE AND E YESLER WAY,E YESLER WAY AND M L KING JR WAY
169,BKF-SHW,2008,DISTRICT3,,218.561192589993,E YESLER WAY ,28TH AVE S AND E YESLER WAY,29TH AVE AND E YESLER WAY
170,BKF-BL,2008,DISTRICT3,,300.524368468866,E YESLER WAY ,30TH AVE AND E YESLER WAY,31ST AVE AND E YESLER WAY
